fecha_hora_faltante
202401051500
202401071200
202401071500
202401081600
202401092100
202401102100
202401221700
202401252300
202402061500
202402151300
202402151400
202402151500
202402161000
202403121900
202403150600
202403201700
202403261700
202404011600
202404041200
202404151100
202404220600
202405071700
202405080500
202405130100
202405181900
202405191600
202405201700
202405292100
202405292200
202406101100
202406121500
202406121600
202406172100
202406180100
202406251600
202407021700
202407052000
202407130100
202407232200
202408040200
202408071400
202408111900
202408241700
202409021100
202409030000
202409041600
202409082300
202409161600
202410021100
202410021200
202410021300
202410021400
202410021500
202410021800
202410041600
202410070400
202410160400
202410170200
202410250800
202411060600
202411121600
202411151800
202411151900
202411152000
202411171200
202411171300
202411171400
202411171500
202411211000
202412030600
202412030700
202412030800
202412030900
202412031000
202412061000
202412061100
202412091600
202412241100
